interval_start,annotation
805,no_tremor
805.5,no_tremor
806,tremor
806.5,tremor
807,no_tremor
807.5,no_tremor
808,no_tremor
808.5,no_tremor
809,no_tremor
809.5,tremor
810,no_tremor
810.5,no_tremor
811,no_tremor
811.5,no_tremor
812,no_tremor
812.5,no_tremor
813,no_tremor
813.5,no_tremor
814,no_tremor
814.5,no_tremor
815,no_tremor
815.5,no_tremor
816,tremor
816.5,tremor
817,tremor
817.5,no_tremor
818,tremor
818.5,tremor
819,no_tremor
819.5,no_tremor
820,no_tremor
820.5,no_tremor
821,no_tremor
821.5,no_tremor
822,no_tremor
822.5,no_tremor
823,no_tremor
823.5,no_tremor
824,no_tremor
824.5,no_tremor
825,no_tremor
825.5,no_tremor
826,no_tremor
826.5,no_tremor
827,no_tremor
827.5,no_tremor
828,no_tremor
828.5,no_tremor
829,no_tremor
829.5,no_tremor
830,no_tremor
830.5,no_tremor
831,no_tremor
831.5,no_tremor
832,no_tremor
832.5,no_tremor
833,no_tremor
833.5,no_tremor
834,no_tremor
834.5,no_tremor
835,no_tremor
835.5,no_tremor
836,no_tremor
836.5,no_tremor
837,no_tremor
837.5,no_tremor
838,no_tremor
838.5,no_tremor
839,no_tremor
839.5,no_tremor
840,no_tremor
840.5,no_tremor
841,no_tremor
841.5,no_tremor
842,no_tremor
842.5,no_tremor
843,no_tremor
843.5,no_tremor
844,no_tremor
844.5,no_tremor
845,no_tremor
845.5,no_tremor
846,no_tremor
846.5,no_tremor
847,no_tremor
847.5,no_tremor
848,no_tremor.flat
848.5,no_tremor.flat
849,no_tremor.flat
849.5,no_tremor
850,no_tremor
850.5,no_tremor
851,no_tremor
851.5,no_tremor
852,no_tremor
852.5,no_tremor
853,no_tremor
853.5,no_tremor
854,no_tremor
854.5,no_tremor
855,no_tremor
855.5,no_tremor
856,no_tremor
856.5,no_tremor
857,no_tremor
857.5,no_tremor
858,no_tremor
858.5,no_tremor
859,no_tremor
859.5,no_tremor
860,no_tremor
860.5,no_tremor
861,no_tremor
861.5,no_tremor
862,no_tremor
862.5,no_tremor
863,no_tremor
863.5,no_tremor
864,no_tremor
864.5,no_tremor
865,no_tremor
865.5,no_tremor
866,no_tremor
866.5,no_tremor
867,no_tremor
867.5,no_tremor
868,no_tremor
868.5,no_tremor
869,no_tremor
869.5,no_tremor
870,no_tremor
870.5,no_tremor
871,no_tremor
871.5,no_tremor
872,no_tremor
872.5,no_tremor
873,no_tremor
873.5,no_tremor
874,no_tremor
874.5,no_tremor
875,no_tremor
875.5,no_tremor
876,no_tremor
876.5,no_tremor
877,no_tremor
877.5,no_tremor
878,no_tremor
878.5,no_tremor
879,no_tremor
879.5,no_tremor
880,no_tremor
880.5,no_tremor
881,no_tremor
881.5,no_tremor
882,no_tremor
882.5,no_tremor
883,no_tremor
883.5,no_tremor
884,no_tremor
884.5,no_tremor
885,no_tremor
885.5,no_tremor
886,no_tremor
886.5,no_tremor
887,no_tremor
887.5,no_tremor
888,no_tremor
888.5,no_tremor
889,no_tremor
889.5,no_tremor
890,no_tremor
890.5,no_tremor
891,no_tremor
891.5,no_tremor
892,no_tremor
892.5,no_tremor
893,no_tremor
893.5,no_tremor
894,no_tremor
894.5,no_tremor
895,no_tremor
895.5,no_tremor
896,no_tremor
896.5,no_tremor
897,no_tremor
897.5,no_tremor
898,no_tremor
898.5,no_tremor
899,no_tremor
899.5,no_tremor
900,no_tremor.flat
900.5,no_tremor
901,no_tremor
901.5,no_tremor
902,no_tremor
902.5,no_tremor
903,no_tremor
903.5,no_tremor
904,no_tremor
904.5,no_tremor
905,no_tremor
905.5,no_tremor
906,no_tremor
906.5,no_tremor
907,no_tremor
907.5,no_tremor
908,no_tremor
908.5,no_tremor
909,no_tremor
909.5,no_tremor
910,no_tremor.flat
910.5,no_tremor
911,no_tremor
911.5,no_tremor
912,no_tremor
912.5,no_tremor
913,no_tremor
913.5,no_tremor
914,no_tremor
914.5,no_tremor
915,no_tremor
915.5,no_tremor
916,no_tremor
916.5,no_tremor
917,no_tremor.flat
917.5,no_tremor
918,no_tremor
918.5,no_tremor
919,no_tremor.flat
919.5,no_tremor.flat
920,no_tremor
920.5,no_tremor
921,no_tremor
921.5,no_tremor
922,no_tremor
922.5,no_tremor
923,no_tremor.flat
923.5,no_tremor.flat
924,no_tremor.flat
924.5,no_tremor
925,no_tremor
925.5,no_tremor
926,no_tremor
926.5,no_tremor
927,no_tremor
927.5,no_tremor
928,no_tremor
928.5,no_tremor
929,no_tremor
929.5,no_tremor
930,no_tremor
930.5,no_tremor
931,no_tremor
931.5,no_tremor
932,no_tremor
932.5,no_tremor
933,no_tremor
933.5,no_tremor
934,no_tremor
934.5,no_tremor
935,no_tremor
935.5,no_tremor
936,no_tremor
936.5,no_tremor
937,no_tremor
937.5,no_tremor
938,no_tremor
940,tremor
940.5,tremor
941,no_tremor
941.5,no_tremor
942,no_tremor
942.5,no_tremor
943,no_tremor.flat
943.5,no_tremor
944,no_tremor
944.5,no_tremor
945,no_tremor.flat
945.5,no_tremor.flat
946,no_tremor
946.5,no_tremor.flat
947,no_tremor.flat
947.5,no_tremor.flat
948,no_tremor.flat
948.5,no_tremor.flat
949,no_tremor
949.5,no_tremor
950,no_tremor
950.5,no_tremor
951,no_tremor
951.5,no_tremor
952,no_tremor
952.5,no_tremor
953,no_tremor
953.5,no_tremor
954,no_tremor
954.5,no_tremor
955,no_tremor
955.5,no_tremor
956,no_tremor
956.5,no_tremor
957,no_tremor
957.5,no_tremor
958,no_tremor
958.5,no_tremor
959,no_tremor
959.5,no_tremor
960,no_tremor
960.5,no_tremor
961,no_tremor
961.5,no_tremor
962,tremor
962.5,no_tremor
963,no_tremor
963.5,no_tremor
964,no_tremor
964.5,no_tremor
965,no_tremor
965.5,no_tremor
966,no_tremor
966.5,no_tremor
967,no_tremor
967.5,no_tremor
968,no_tremor
968.5,no_tremor
969,no_tremor
969.5,no_tremor
970,no_tremor
970.5,no_tremor
971,no_tremor
971.5,no_tremor
972,no_tremor
972.5,no_tremor
973,no_tremor
973.5,no_tremor
974,no_tremor
974.5,no_tremor
975,tremor
975.5,tremor
976,tremor
976.5,tremor
977,tremor
977.5,tremor
978,tremor
978.5,tremor
979,tremor
979.5,tremor
980,tremor
980.5,tremor
981,no_tremor
981.5,no_tremor
982,no_tremor
982.5,no_tremor
983,no_tremor
983.5,no_tremor
984,no_tremor
984.5,no_tremor
985,no_tremor
985.5,no_tremor
986,no_tremor.flat
986.5,no_tremor.flat
987,no_tremor.flat
987.5,no_tremor.flat
988,no_tremor.flat
988.5,no_tremor.flat
989,no_tremor
989.5,no_tremor.flat
990,no_tremor.flat
990.5,no_tremor
991,no_tremor
991.5,no_tremor
992,no_tremor
992.5,no_tremor
993,no_tremor
993.5,tremor
994,tremor
994.5,no_tremor
995,no_tremor
995.5,no_tremor
996,no_tremor
996.5,no_tremor
997,no_tremor
997.5,tremor
998,no_tremor
998.5,tremor
999,no_tremor
999.5,no_tremor
1000,no_tremor
1000.5,no_tremor
1001,no_tremor
1001.5,no_tremor
1002,no_tremor
1002.5,no_tremor
1003,no_tremor
1003.5,no_tremor
1004,no_tremor
1004.5,no_tremor
1005,no_tremor
1005.5,no_tremor
1006,no_tremor
1006.5,no_tremor
1007,no_tremor
1007.5,no_tremor
1008,no_tremor
1008.5,no_tremor
1009,no_tremor
1009.5,no_tremor
1010,no_tremor
1010.5,no_tremor
1011,no_tremor
1011.5,no_tremor
1012,no_tremor
1012.5,no_tremor
1013,no_tremor
1013.5,no_tremor
1014,no_tremor
1014.5,no_tremor
1015.5,no_tremor
1016,no_tremor
1016.5,no_tremor
1017,no_tremor
1017.5,no_tremor
1018,no_tremor
1018.5,no_tremor
1019,tremor
1019.5,no_tremor
1020,tremor
1020.5,tremor
1021,tremor
1021.5,tremor
1022,no_tremor
1022.5,no_tremor
1023,no_tremor
1023.5,tremor
1024,tremor
1024.5,tremor
1025,no_tremor
1025.5,no_tremor
1026,no_tremor
1026.5,no_tremor
1027,no_tremor
1027.5,no_tremor
1028,no_tremor
1028.5,no_tremor
1029,tremor
1029.5,no_tremor
1030,no_tremor
1030.5,tremor
1031,no_tremor
1031.5,tremor
1032,tremor
1032.5,no_tremor
1033,no_tremor
1033.5,no_tremor
1034,tremor
1034.5,no_tremor
1035,no_tremor
1035.5,no_tremor
1036,no_tremor
1036.5,no_tremor
1037,no_tremor
1037.5,no_tremor
1038,no_tremor
1038.5,no_tremor
1039,no_tremor
1039.5,no_tremor
1040,no_tremor
1040.5,no_tremor
1041,tremor
1041.5,tremor
1042,tremor
1042.5,tremor
1043,tremor
1043.5,tremor
1044,tremor
1044.5,tremor
1045,tremor
1045.5,no_tremor
1046,tremor
1046.5,tremor
1047,no_tremor
1047.5,no_tremor
1048,no_tremor
1048.5,no_tremor
1049,no_tremor
1049.5,no_tremor
1050,no_tremor
1050.5,no_tremor
1051,no_tremor
1051.5,no_tremor
1052,no_tremor
1052.5,tremor
1053,no_tremor
1053.5,no_tremor
1054,tremor
1054.5,tremor
1055,tremor
1055.5,no_tremor
1056,no_tremor
1056.5,no_tremor
1057,tremor
1057.5,tremor
1058,tremor
1058.5,tremor
1059,no_tremor
1059.5,no_tremor
1060,no_tremor
1060.5,tremor
1061,tremor
1061.5,tremor
1062,no_tremor
1062.5,no_tremor
1063,no_tremor
1063.5,no_tremor
1064,no_tremor
1064.5,no_tremor
1065,no_tremor
1065.5,no_tremor
1066,no_tremor
1066.5,no_tremor
1067,tremor
1067.5,no_tremor
1068,no_tremor
1068.5,no_tremor
1069,no_tremor
1069.5,tremor
1070,no_tremor
1070.5,no_tremor
1071,tremor
1071.5,tremor
1072,no_tremor
1072.5,no_tremor
1073,no_tremor
1073.5,no_tremor
1074,no_tremor
1074.5,no_tremor
1075,no_tremor
1075.5,no_tremor
1076,no_tremor
1076.5,no_tremor
1077,no_tremor.flat
1077.5,no_tremor
1078,no_tremor
1078.5,no_tremor
1079,no_tremor.flat
1079.5,no_tremor
1080,no_tremor
1080.5,no_tremor.flat
1081,no_tremor
1081.5,no_tremor
1082,no_tremor
1082.5,no_tremor
1083,no_tremor
1083.5,no_tremor
1084,no_tremor
1084.5,no_tremor
1085,no_tremor
1085.5,no_tremor
1086,no_tremor
1086.5,no_tremor.flat
1087,no_tremor
1087.5,no_tremor
1088,no_tremor
1088.5,no_tremor
1089,no_tremor
1089.5,no_tremor
1090,no_tremor
1090.5,no_tremor
1091,no_tremor
1091.5,no_tremor
1092,no_tremor
1092.5,no_tremor
1093,no_tremor
1093.5,no_tremor
1094,no_tremor
1094.5,no_tremor
1095,no_tremor
1095.5,no_tremor
1096,no_tremor
1096.5,no_tremor
1097,no_tremor
1097.5,no_tremor
1098,no_tremor
1098.5,no_tremor
1099,no_tremor
1099.5,no_tremor
1100,no_tremor
1100.5,no_tremor
1101,no_tremor
1101.5,no_tremor
1102,no_tremor
1102.5,no_tremor
1103,no_tremor
1103.5,no_tremor
1104,no_tremor
1104.5,no_tremor
1105,no_tremor
1105.5,no_tremor
1106,no_tremor
1106.5,no_tremor
1107,no_tremor
1107.5,no_tremor
1108,no_tremor
1108.5,no_tremor
1109,no_tremor
1109.5,no_tremor
1110,no_tremor
1110.5,no_tremor
1111,no_tremor
1111.5,no_tremor
1112,no_tremor
1112.5,no_tremor
1113,no_tremor
1113.5,no_tremor
1114,no_tremor
1114.5,no_tremor
1115,no_tremor
1115.5,no_tremor
1116,no_tremor
1116.5,no_tremor
1117,no_tremor
1117.5,no_tremor
1118,no_tremor
1118.5,no_tremor
1119,no_tremor
1119.5,no_tremor
1120,no_tremor
1120.5,no_tremor
1121,no_tremor
1121.5,no_tremor
1122,no_tremor
1122.5,no_tremor
1123,no_tremor
1123.5,no_tremor
1124,no_tremor
1124.5,no_tremor
1125,no_tremor
1125.5,no_tremor
1126,no_tremor
1126.5,no_tremor
1127,no_tremor
1127.5,no_tremor
1128,no_tremor
1128.5,no_tremor
1129,tremor
1129.5,no_tremor
1130,no_tremor
1130.5,no_tremor
1131,no_tremor
1131.5,no_tremor
1132,no_tremor
1132.5,no_tremor
1133,no_tremor
1133.5,no_tremor
1134,no_tremor
1134.5,no_tremor
1135,no_tremor
1135.5,no_tremor
1136,no_tremor
1136.5,no_tremor
1137,no_tremor
1137.5,tremor
1138,tremor
1138.5,tremor
1139,tremor
1139.5,no_tremor
1140,no_tremor
1140.5,no_tremor
1141,no_tremor
1141.5,no_tremor
1142,no_tremor
1142.5,no_tremor
1143,no_tremor
1143.5,no_tremor
1144,no_tremor
1144.5,no_tremor
1145,no_tremor
1145.5,no_tremor
1146,no_tremor
1146.5,no_tremor
1147,no_tremor
1147.5,no_tremor
1148,no_tremor
1148.5,no_tremor
1149,no_tremor
1149.5,no_tremor
1150,no_tremor
1150.5,no_tremor
1151,no_tremor
1151.5,no_tremor
1152,no_tremor
1152.5,no_tremor
1153,no_tremor
1153.5,no_tremor
1154,no_tremor
1154.5,no_tremor
1155,no_tremor
1155.5,no_tremor
1156,no_tremor
1156.5,no_tremor
1157,no_tremor
1157.5,no_tremor
1158,no_tremor
1158.5,no_tremor
1159,tremor
1159.5,no_tremor
1160,no_tremor
1160.5,no_tremor
1161,no_tremor
1161.5,no_tremor
1162,no_tremor
1162.5,no_tremor
1163,no_tremor
1163.5,no_tremor
1164,no_tremor
1164.5,no_tremor
1165,no_tremor
1165.5,no_tremor
1166,no_tremor
1166.5,no_tremor
1167,no_tremor
1167.5,no_tremor
1168,no_tremor
1168.5,no_tremor
1169,no_tremor
1169.5,no_tremor
1170,no_tremor
1170.5,no_tremor
1171,no_tremor
1171.5,no_tremor
1172,no_tremor
1172.5,no_tremor
1173,no_tremor
1173.5,no_tremor
1174,no_tremor
1174.5,no_tremor
1175,no_tremor
1175.5,no_tremor
1176,no_tremor
1176.5,no_tremor
1177,no_tremor
1177.5,no_tremor
1178,no_tremor
1178.5,no_tremor
1179,tremor
1179.5,no_tremor
1180,tremor
1180.5,tremor
1181,tremor
1181.5,tremor
1182,tremor
1182.5,no_tremor
1183,no_tremor
1183.5,no_tremor
1184,no_tremor
1184.5,no_tremor
1185,no_tremor
1185.5,no_tremor
1186,no_tremor
1186.5,no_tremor
1187,no_tremor
1187.5,tremor
1188,no_tremor
1188.5,no_tremor
1189,no_tremor
1189.5,no_tremor
1190,no_tremor
1190.5,no_tremor
1191,no_tremor
1191.5,no_tremor
1192,no_tremor
1192.5,no_tremor
1193,no_tremor
1193.5,no_tremor
1194,no_tremor
1194.5,no_tremor
1195,no_tremor
1195.5,no_tremor
1196,no_tremor
1196.5,no_tremor
1197,no_tremor
1197.5,no_tremor
1198,no_tremor
1198.5,no_tremor
1199,tremor
1199.5,tremor
